"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"mu[408] NA",0.227974131333333,0.2276995,0.227496727916352,15000,0.95,0.192002,0.263714,NA,NA,NA,NA,NA,NA,NA
"mu[409] NA",0.144834038413333,0.1439955,0.143054612618151,11921.4,0.95,0.107603,0.185623,NA,NA,NA,NA,NA,NA,NA
"mu[410] NA",0.240037148866667,0.239664,0.236282439721803,15000,0.95,0.196169,0.284745,NA,NA,NA,NA,NA,NA,NA
"mu[411] NA",0.129750371166667,0.12885,0.129311648066551,12047.4,0.95,0.0902469,0.171786,NA,NA,NA,NA,NA,NA,NA
"mu[412] NA",0.2488325934,0.248772,0.251660351362833,15000,0.95,0.200887,0.2993,NA,NA,NA,NA,NA,NA,NA
"mu[413] NA",0.128778364933333,0.128027,0.131129819781136,11310.6,0.95,0.0900876,0.170727,NA,NA,NA,NA,NA,NA,NA
"mu[414] NA",0.131196420053333,0.130375,0.129672845287247,12404.7,0.95,0.089553,0.172639,NA,NA,NA,NA,NA,NA,NA
"mu[415] NA",0.205516341466667,0.205371,0.205626988227038,14371.2,0.95,0.16737,0.240703,NA,NA,NA,NA,NA,NA,NA
"mu[416] NA",0.128999307613333,0.1279975,0.125359719174508,12570.2,0.95,0.0878096,0.168322,NA,NA,NA,NA,NA,NA,NA
"mu[417] NA",0.2946631738,0.294459,0.294784238624715,15000,0.95,0.262852,0.324786,NA,NA,NA,NA,NA,NA,NA
"mu[418] NA",0.12872382856,0.1280535,0.129182373094877,10491.6,0.95,0.0889943,0.169358,NA,NA,NA,NA,NA,NA,NA
"mu[419] NA",0.240822794133333,0.24082,0.241598553428652,15000,0.95,0.204377,0.280083,NA,NA,NA,NA,NA,NA,NA
"mu[420] NA",0.24483748,0.2443535,0.242839255577002,13384.6,0.95,0.212228,0.27728,NA,NA,NA,NA,NA,NA,NA
"mu[421] NA",0.223040677933333,0.222642,0.223046837737282,15000,0.95,0.176084,0.266653,NA,NA,NA,NA,NA,NA,NA
"mu[422] NA",0.266660752133333,0.2664835,0.265187476543147,15000,0.95,0.237833,0.297258,NA,NA,NA,NA,NA,NA,NA
"mu[423] NA",0.236949689666667,0.2366505,0.237913647443486,15000,0.95,0.201737,0.271317,NA,NA,NA,NA,NA,NA,NA
"mu[424] NA",0.2551865948,0.25483,0.254076331980287,15000,0.95,0.213498,0.297824,NA,NA,NA,NA,NA,NA,NA
"mu[425] NA",0.2462006236,0.245813,0.245526156301027,15000,0.95,0.205364,0.287528,NA,NA,NA,NA,NA,NA,NA
"mu[426] NA",0.2572767142,0.2570695,0.257897999897135,15000,0.95,0.220923,0.292097,NA,NA,NA,NA,NA,NA,NA
"mu[427] NA",0.286590938866667,0.286323,0.28616004043735,15000,0.95,0.255545,0.318243,NA,NA,NA,NA,NA,NA,NA
"mu[428] NA",0.233423211666667,0.2332705,0.234487652012641,15904.9,0.95,0.19153,0.275358,NA,NA,NA,NA,NA,NA,NA
"mu[429] NA",0.14692083888,0.145969,0.144120413126706,12321.8,0.95,0.108501,0.186266,NA,NA,NA,NA,NA,NA,NA
"mu[430] NA",0.242813091666667,0.2425025,0.2433834715723,15000,0.95,0.194237,0.293536,NA,NA,NA,NA,NA,NA,NA
"mu[431] NA",0.251287737533333,0.2507645,0.251415753494724,15000,0.95,0.202201,0.302841,NA,NA,NA,NA,NA,NA,NA
"mu[432] NA",0.225169835666667,0.2249365,0.224452169767106,13632.1,0.95,0.186056,0.263223,NA,NA,NA,NA,NA,NA,NA
"mu[433] NA",0.25934791,0.2590195,0.260239504275001,14230.8,0.95,0.224548,0.297278,NA,NA,NA,NA,NA,NA,NA
"mu[434] NA",0.287519987,0.287372,0.288469274553984,15000,0.95,0.254283,0.3215,NA,NA,NA,NA,NA,NA,NA
"mu[435] NA",0.129372243126667,0.128617,0.12961307422619,10076.1,0.95,0.0908818,0.173839,NA,NA,NA,NA,NA,NA,NA
"mu[436] NA",0.2476181532,0.247409,0.247078616675218,15000,0.95,0.216726,0.27707,NA,NA,NA,NA,NA,NA,NA
"mu[437] NA",0.296826557533333,0.296529,0.292122422220416,15000,0.95,0.266544,0.325135,NA,NA,NA,NA,NA,NA,NA
"mu[438] NA",0.127514350466667,0.126521,0.124355595485508,13425.9,0.95,0.0882931,0.169106,NA,NA,NA,NA,NA,NA,NA
"mu[439] NA",0.2728071004,0.272448,0.272230397043303,15000,0.95,0.241671,0.305346,NA,NA,NA,NA,NA,NA,NA
"mu[440] NA",0.262555703266667,0.2622875,0.262726873987845,15000,0.95,0.212915,0.312842,NA,NA,NA,NA,NA,NA,NA
"mu[441] NA",0.2455268058,0.2451635,0.244710016725042,15421,0.95,0.211213,0.282111,NA,NA,NA,NA,NA,NA,NA
"mu[442] NA",0.12419677622,0.1236605,0.123183925928219,12717.7,0.95,0.0875569,0.160714,NA,NA,NA,NA,NA,NA,NA
"mu[443] NA",0.233960471,0.2337955,0.234726898990799,14498.6,0.95,0.202878,0.263203,NA,NA,NA,NA,NA,NA,NA
"mu[444] NA",0.242940964466667,0.242663,0.241516994772424,15000,0.95,0.197679,0.287375,NA,NA,NA,NA,NA,NA,NA
"mu[445] NA",0.2709854478,0.2707985,0.270533350012296,14243.7,0.95,0.234249,0.308585,NA,NA,NA,NA,NA,NA,NA
"mu[446] NA",0.2428071292,0.242395,0.242680768357896,15000,0.95,0.194914,0.289637,NA,NA,NA,NA,NA,NA,NA
"mu[447] NA",0.278710482066667,0.27855,0.278841180216025,15422.4,0.95,0.25059,0.30818,NA,NA,NA,NA,NA,NA,NA
"mu[448] NA",0.227197321266667,0.2266765,0.225603367517326,15000,0.95,0.190197,0.263568,NA,NA,NA,NA,NA,NA,NA
"mu[449] NA",0.275297450866667,0.2749815,0.275426757363542,15000,0.95,0.241172,0.309226,NA,NA,NA,NA,NA,NA,NA
"mu[450] NA",0.266494444933333,0.2662675,0.266780159701744,13908.5,0.95,0.235752,0.298576,NA,NA,NA,NA,NA,NA,NA
"mu[451] NA",0.248202795733333,0.248011,0.247738226136589,15000,0.95,0.214761,0.280829,NA,NA,NA,NA,NA,NA,NA
"mu[452] NA",0.127357769886667,0.126429,0.122340857083361,12407.1,0.95,0.0874724,0.166379,NA,NA,NA,NA,NA,NA,NA
"mu[453] NA",0.247699286266667,0.247593,0.249260397710004,15000,0.95,0.203871,0.288968,NA,NA,NA,NA,NA,NA,NA
"mu[454] NA",0.2512752614,0.2506195,0.246882760740187,15000,0.95,0.205285,0.295953,NA,NA,NA,NA,NA,NA,NA
"mu[455] NA",0.127626295806667,0.126809,0.124826880982705,11790.5,0.95,0.0909407,0.168132,NA,NA,NA,NA,NA,NA,NA
"mu[456] NA",0.233705066533333,0.233521,0.235083147982357,15000,0.95,0.19092,0.277436,NA,NA,NA,NA,NA,NA,NA
"mu[457] NA",0.2496087388,0.2491185,0.249603741349916,15778.8,0.95,0.207893,0.291638,NA,NA,NA,NA,NA,NA,NA
"mu[458] NA",0.132546067726667,0.131591,0.128947677259056,12467.8,0.95,0.0926915,0.172908,NA,NA,NA,NA,NA,NA,NA
"mu[459] NA",0.238050818133333,0.2377415,0.235636943012714,15000,0.95,0.196741,0.281982,NA,NA,NA,NA,NA,NA,NA
"mu[460] NA",0.132062822706667,0.131204,0.131024547637158,12006.5,0.95,0.0927185,0.171291,NA,NA,NA,NA,NA,NA,NA
"mu[461] NA",0.284954914133333,0.2844455,0.283142491146052,15000,0.95,0.250174,0.319217,NA,NA,NA,NA,NA,NA,NA
"mu[462] NA",0.275216622666667,0.2750645,0.274738865926051,15000,0.95,0.244853,0.306508,NA,NA,NA,NA,NA,NA,NA
"mu[463] NA",0.131055620553333,0.130208,0.131008458944155,12549.9,0.95,0.0939075,0.170535,NA,NA,NA,NA,NA,NA,NA
"mu[464] NA",0.2597102832,0.2592645,0.258298585759029,15000,0.95,0.220895,0.303017,NA,NA,NA,NA,NA,NA,NA
"mu[465] NA",0.121824527706667,0.120977,0.11888884756941,11754.5,0.95,0.08607,0.15845,NA,NA,NA,NA,NA,NA,NA
"mu[466] NA",0.297263105733333,0.296967,0.297915674612931,15000,0.95,0.263809,0.333822,NA,NA,NA,NA,NA,NA,NA
"mu[467] NA",0.14329068266,0.1426395,0.143184703030119,13656.4,0.95,0.107324,0.184419,NA,NA,NA,NA,NA,NA,NA
"mu[468] NA",0.1278652776,0.127089,0.125716748322258,11013.3,0.95,0.0902097,0.169031,NA,NA,NA,NA,NA,NA,NA
"mu[469] NA",0.254875075466667,0.2546265,0.254086891036651,15000,0.95,0.226804,0.282552,NA,NA,NA,NA,NA,NA,NA
"mu[470] NA",0.255239870666667,0.2550835,0.257264932188979,15000,0.95,0.225766,0.284111,NA,NA,NA,NA,NA,NA,NA
"mu[471] NA",0.129566607033333,0.12842,0.127517898186878,10652.5,0.95,0.0903673,0.171236,NA,NA,NA,NA,NA,NA,NA
"mu[472] NA",0.252955214866667,0.252488,0.249832007232954,14341.5,0.95,0.205136,0.300385,NA,NA,NA,NA,NA,NA,NA
"mu[473] NA",0.283306890333333,0.2832515,0.285664523935048,14601.8,0.95,0.252373,0.314504,NA,NA,NA,NA,NA,NA,NA
"mu[474] NA",0.12949634794,0.1285705,0.126976203246772,12655.5,0.95,0.0884431,0.170351,NA,NA,NA,NA,NA,NA,NA
"mu[475] NA",0.238233930133333,0.2379355,0.23611332620809,15000,0.95,0.206995,0.268749,NA,NA,NA,NA,NA,NA,NA
"mu[476] NA",0.2543327298,0.2536505,0.250971637739685,14837.6,0.95,0.213574,0.296995,NA,NA,NA,NA,NA,NA,NA
"mu[477] NA",0.229602922733333,0.2292705,0.229015518901026,15000,0.95,0.189346,0.267487,NA,NA,NA,NA,NA,NA,NA
"mu[478] NA",0.266897709266667,0.266519,0.267118612365834,15000,0.95,0.220619,0.314751,NA,NA,NA,NA,NA,NA,NA
"mu[479] NA",0.243818604533333,0.243511,0.242644730064388,15000,0.95,0.200521,0.283496,NA,NA,NA,NA,NA,NA,NA
"mu[480] NA",0.252633074,0.252432,0.250555949318199,15000,0.95,0.222339,0.283172,NA,NA,NA,NA,NA,NA,NA
"mu[481] NA",0.128903785193333,0.1278335,0.123830381772532,11051.3,0.95,0.0895966,0.17126,NA,NA,NA,NA,NA,NA,NA
"mu[482] NA",0.129591201106667,0.128494,0.126473655442025,12439.1,0.95,0.0907236,0.171725,NA,NA,NA,NA,NA,NA,NA
"mu[483] NA",0.2567165882,0.2567815,0.26004891276301,14067.7,0.95,0.221629,0.290862,NA,NA,NA,NA,NA,NA,NA
"mu[484] NA",0.258295289,0.2578925,0.253148679704265,15000,0.95,0.209857,0.308745,NA,NA,NA,NA,NA,NA,NA
"mu[485] NA",0.256882208733333,0.256431,0.256771414297384,17088.1,0.95,0.216789,0.296997,NA,NA,NA,NA,NA,NA,NA
"mu[486] NA",0.235873369933333,0.2353465,0.234472383958764,15000,0.95,0.186529,0.285604,NA,NA,NA,NA,NA,NA,NA
"mu[487] NA",0.2511975732,0.2508235,0.25239887770775,15000,0.95,0.200196,0.304357,NA,NA,NA,NA,NA,NA,NA
"mu[488] NA",0.129338785286667,0.1284855,0.129353574874361,11489.6,0.95,0.0915263,0.172112,NA,NA,NA,NA,NA,NA,NA
"mu[489] NA",0.252033220933333,0.2517315,0.255594606770623,15000,0.95,0.20466,0.298426,NA,NA,NA,NA,NA,NA,NA
"mu[490] NA",0.265935308733333,0.265769,0.265914266375648,15000,0.95,0.236301,0.295797,NA,NA,NA,NA,NA,NA,NA
"mu[491] NA",0.14058735248,0.1397685,0.138928410368563,12824,0.95,0.103039,0.177572,NA,NA,NA,NA,NA,NA,NA
"mu[492] NA",0.211128089933333,0.210953,0.213120183921016,14062.6,0.95,0.173283,0.251991,NA,NA,NA,NA,NA,NA,NA
"mu[493] NA",0.268023414933333,0.267797,0.265732244000483,15000,0.95,0.236833,0.299784,NA,NA,NA,NA,NA,NA,NA
"mu[494] NA",0.16017905816,0.159192,0.157317675362345,13006.5,0.95,0.120661,0.201133,NA,NA,NA,NA,NA,NA,NA
"mu[495] NA",0.128016965966667,0.1271535,0.125642729384781,12552.4,0.95,0.0869355,0.167341,NA,NA,NA,NA,NA,NA,NA
"mu[496] NA",0.12913004738,0.128262,0.128757793836805,12960.9,0.95,0.0887221,0.169959,NA,NA,NA,NA,NA,NA,NA
"mu[497] NA",0.2604322364,0.2601415,0.258634069382069,15000,0.95,0.231642,0.291116,NA,NA,NA,NA,NA,NA,NA
"mu[498] NA",0.134827291093333,0.1341205,0.134127951553806,12549.3,0.95,0.0980711,0.172281,NA,NA,NA,NA,NA,NA,NA
"mu[499] NA",0.271884959133333,0.27129,0.26948124734095,15403.3,0.95,0.233,0.311259,NA,NA,NA,NA,NA,NA,NA
"mu[500] NA",0.243942035133333,0.2432245,0.241772062472945,15247.5,0.95,0.1963,0.294142,NA,NA,NA,NA,NA,NA,NA
"mu[501] NA",0.129436542833333,0.1286345,0.126360457499618,11002.1,0.95,0.0895633,0.170094,NA,NA,NA,NA,NA,NA,NA
"mu[502] NA",0.240038507,0.239751,0.242937892911079,16233.4,0.95,0.192428,0.292899,NA,NA,NA,NA,NA,NA,NA
"mu[503] NA",0.127922792853333,0.1269715,0.125832462889859,11237.1,0.95,0.0877309,0.168782,NA,NA,NA,NA,NA,NA,NA
"mu[504] NA",0.13483640982,0.1339475,0.131205421224149,12071.4,0.95,0.0934402,0.177044,NA,NA,NA,NA,NA,NA,NA
"mu[505] NA",0.245046269933333,0.2444755,0.239335646430248,15000,0.95,0.193785,0.292575,NA,NA,NA,NA,NA,NA,NA
"mu[506] NA",0.2486387704,0.248107,0.244821929341193,15000,0.95,0.206155,0.293324,NA,NA,NA,NA,NA,NA,NA
"mu[507] NA",0.229816737066667,0.2294945,0.226552122739128,15000,0.95,0.19094,0.268183,NA,NA,NA,NA,NA,NA,NA
"mu[508] NA",0.126403003306667,0.1255215,0.123615974790382,12788.3,0.95,0.0897216,0.168347,NA,NA,NA,NA,NA,NA,NA
"mu[509] NA",0.259530951066667,0.2590315,0.257240764157608,15000,0.95,0.205825,0.309964,NA,NA,NA,NA,NA,NA,NA
"mu[510] NA",0.124152836046667,0.123357,0.122465694010001,12259.2,0.95,0.0886511,0.162106,NA,NA,NA,NA,NA,NA,NA
"mu[511] NA",0.132411608053333,0.13155,0.131623490688166,12226.4,0.95,0.0927372,0.172538,NA,NA,NA,NA,NA,NA,NA
"mu[512] NA",0.254982930466667,0.2544545,0.252915646642579,15000,0.95,0.221051,0.291572,NA,NA,NA,NA,NA,NA,NA
"mu[513] NA",0.12866458698,0.127962,0.128944253734074,11079.9,0.95,0.0886408,0.169514,NA,NA,NA,NA,NA,NA,NA
"mu[514] NA",0.233841215466667,0.233337,0.231916648653404,15621.7,0.95,0.195897,0.275487,NA,NA,NA,NA,NA,NA,NA
"mu[515] NA",0.12834251144,0.1275245,0.127627603543654,12715.7,0.95,0.0896122,0.169158,NA,NA,NA,NA,NA,NA,NA
"mu[516] NA",0.123167667866667,0.122383,0.122461565102066,11863,0.95,0.086634,0.158313,NA,NA,NA,NA,NA,NA,NA
"mu[517] NA",0.2640361492,0.2635335,0.260388609891515,15000,0.95,0.229932,0.297093,NA,NA,NA,NA,NA,NA,NA
"mu[518] NA",0.250924426266667,0.2507485,0.251728022048099,15000,0.95,0.218173,0.281924,NA,NA,NA,NA,NA,NA,NA
"mu[519] NA",0.274130042733333,0.273901,0.277868040357103,15000,0.95,0.23718,0.311703,NA,NA,NA,NA,NA,NA,NA
"mu[520] NA",0.2527253888,0.252427,0.250406288262888,15000,0.95,0.21503,0.290521,NA,NA,NA,NA,NA,NA,NA
"mu[521] NA",0.2550520272,0.254448,0.250031615691319,13964.7,0.95,0.209095,0.301847,NA,NA,NA,NA,NA,NA,NA
"mu[522] NA",0.129600127833333,0.128617,0.124069477251121,12604.2,0.95,0.0894883,0.170318,NA,NA,NA,NA,NA,NA,NA
"mu[523] NA",0.129357442353333,0.1284745,0.127985998781866,11145.8,0.95,0.0902588,0.170401,NA,NA,NA,NA,NA,NA,NA
"mu[524] NA",0.135395225226667,0.134542,0.136234102524578,12702.8,0.95,0.0954395,0.178619,NA,NA,NA,NA,NA,NA,NA
"mu[525] NA",0.246521047333333,0.24635,0.247606430232223,15000,0.95,0.211544,0.280829,NA,NA,NA,NA,NA,NA,NA
"mu[526] NA",0.283233094133333,0.28292,0.282213004380239,15000,0.95,0.247316,0.320109,NA,NA,NA,NA,NA,NA,NA
"mu[527] NA",0.265995176933333,0.265808,0.265885277317751,15000,0.95,0.234994,0.300539,NA,NA,NA,NA,NA,NA,NA
"mu[528] NA",0.1247352073,0.1239875,0.124261537079824,11394.3,0.95,0.0858041,0.163678,NA,NA,NA,NA,NA,NA,NA
"mu[529] NA",0.248875229066667,0.248181,0.241316704135001,14603.7,0.95,0.202639,0.295055,NA,NA,NA,NA,NA,NA,NA
"mu[530] NA",0.247806387866667,0.247422,0.250215707018078,15375.4,0.95,0.197905,0.298925,NA,NA,NA,NA,NA,NA,NA
"mu[531] NA",0.133311457313333,0.132287,0.128770979558211,11502.1,0.95,0.0957809,0.172973,NA,NA,NA,NA,NA,NA,NA
"mu[532] NA",0.11903787586,0.118378,0.118234362460233,12797.3,0.95,0.0823504,0.154632,NA,NA,NA,NA,NA,NA,NA
"mu[533] NA",0.259995866866667,0.2596315,0.260096132430314,15000,0.95,0.221125,0.300362,NA,NA,NA,NA,NA,NA,NA
"mu[534] NA",0.117486259033333,0.1166445,0.112842603116782,12197.9,0.95,0.0832178,0.154167,NA,NA,NA,NA,NA,NA,NA
"mu[535] NA",0.2508788176,0.250403,0.252183824122646,15000,0.95,0.198946,0.301934,NA,NA,NA,NA,NA,NA,NA
"mu[536] NA",0.2426030816,0.242109,0.240265706785586,14450.3,0.95,0.196979,0.288965,NA,NA,NA,NA,NA,NA,NA
"mu[537] NA",0.129214144973333,0.127888,0.124934016847183,11083.1,0.95,0.0903068,0.169907,NA,NA,NA,NA,NA,NA,NA
"mu[538] NA",0.233845643333333,0.2333815,0.234532461417319,15000,0.95,0.18513,0.285291,NA,NA,NA,NA,NA,NA,NA
"mu[539] NA",0.252770611266667,0.252405,0.251983797238154,15414.6,0.95,0.215243,0.290658,NA,NA,NA,NA,NA,NA,NA
"mu[540] NA",0.126824273833333,0.1261115,0.125384940573894,12752.6,0.95,0.0923499,0.167505,NA,NA,NA,NA,NA,NA,NA
"mu[541] NA",0.282647432866667,0.282315,0.282961986737715,15000,0.95,0.248877,0.31631,NA,NA,NA,NA,NA,NA,NA
"mu[542] NA",0.145925607546667,0.1448215,0.143081794572644,13347.4,0.95,0.106947,0.188109,NA,NA,NA,NA,NA,NA,NA
"mu[543] NA",0.234986766,0.234677,0.233206908231667,15000,0.95,0.197936,0.275023,NA,NA,NA,NA,NA,NA,NA
"mu[544] NA",0.129324033393333,0.1283615,0.127519015406213,12648.4,0.95,0.0895779,0.170891,NA,NA,NA,NA,NA,NA,NA
"mu[545] NA",0.2542259474,0.254163,0.256095752528637,15000,0.95,0.214287,0.295853,NA,NA,NA,NA,NA,NA,NA
"mu[546] NA",0.2466155096,0.246297,0.247549373948611,15000,0.95,0.199485,0.295113,NA,NA,NA,NA,NA,NA,NA
"mu[547] NA",0.223031565733333,0.2228755,0.22308032433296,15000,0.95,0.192125,0.253604,NA,NA,NA,NA,NA,NA,NA
"mu[548] NA",0.128325296326667,0.127333,0.12514321827522,13080.8,0.95,0.0879495,0.169109,NA,NA,NA,NA,NA,NA,NA
"mu[549] NA",0.247807384,0.247371,0.250572349225943,15000,0.95,0.20437,0.291129,NA,NA,NA,NA,NA,NA,NA
"mu[550] NA",0.2450754422,0.244867,0.244019253510521,15000,0.95,0.212554,0.277844,NA,NA,NA,NA,NA,NA,NA
"mu[551] NA",0.233795911533333,0.233119,0.230825539937641,15000,0.95,0.18505,0.285383,NA,NA,NA,NA,NA,NA,NA
"mu[552] NA",0.2279248964,0.2276005,0.228414784197828,15000,0.95,0.186666,0.270775,NA,NA,NA,NA,NA,NA,NA
"mu[553] NA",0.128888399446667,0.127713,0.125118423209729,12647,0.95,0.0889518,0.16992,NA,NA,NA,NA,NA,NA,NA
"mu[554] NA",0.256670167066667,0.2563145,0.257321079469873,15000,0.95,0.216501,0.298379,NA,NA,NA,NA,NA,NA,NA
"mu[555] NA",0.2367940656,0.2365555,0.234722725441437,15000,0.95,0.200019,0.274396,NA,NA,NA,NA,NA,NA,NA
"mu[556] NA",0.230866610533333,0.230585,0.230642029097014,15000,0.95,0.193199,0.2688,NA,NA,NA,NA,NA,NA,NA
"mu[557] NA",0.225030166333333,0.2247045,0.22425153731706,13952.2,0.95,0.180892,0.267838,NA,NA,NA,NA,NA,NA,NA
"mu[558] NA",0.12910336316,0.1283155,0.124556596105911,12932.5,0.95,0.0893697,0.170599,NA,NA,NA,NA,NA,NA,NA
"mu[559] NA",0.129389670313333,0.1281745,0.12601925777219,12694,0.95,0.0893794,0.170899,NA,NA,NA,NA,NA,NA,NA
"mu[560] NA",0.2473794154,0.246711,0.245391735410679,15000,0.95,0.196543,0.299823,NA,NA,NA,NA,NA,NA,NA
"mu[561] NA",0.13147569582,0.1307285,0.131727178370272,10205,0.95,0.0917667,0.173333,NA,NA,NA,NA,NA,NA,NA
"mu[562] NA",0.2932090132,0.2928745,0.29393145429426,14366,0.95,0.262133,0.325215,NA,NA,NA,NA,NA,NA,NA
"mu[563] NA",0.242932362,0.2425165,0.240947442881286,15000,0.95,0.208399,0.277808,NA,NA,NA,NA,NA,NA,NA
"mu[564] NA",0.247755624933333,0.247574,0.247959099069861,15000,0.95,0.215308,0.279011,NA,NA,NA,NA,NA,NA,NA
"mu[565] NA",0.248484468933333,0.2483975,0.249037439252924,15000,0.95,0.219161,0.280013,NA,NA,NA,NA,NA,NA,NA
"mu[566] NA",0.2491745978,0.2486955,0.245301819910287,13806.1,0.95,0.203362,0.297937,NA,NA,NA,NA,NA,NA,NA
"mu[567] NA",0.135244420706667,0.134254,0.133828569605508,13001.4,0.95,0.0941255,0.177232,NA,NA,NA,NA,NA,NA,NA
"mu[568] NA",0.2476585252,0.247315,0.247741584072735,14396.7,0.95,0.202293,0.292667,NA,NA,NA,NA,NA,NA,NA
"mu[569] NA",0.234338416466667,0.234028,0.234113321209176,14745.2,0.95,0.203731,0.266357,NA,NA,NA,NA,NA,NA,NA
"mu[570] NA",0.129270640413333,0.128161,0.127019323887394,11614.4,0.95,0.0884908,0.170996,NA,NA,NA,NA,NA,NA,NA
"mu[571] NA",0.12878496502,0.127811,0.125987906034054,14200.2,0.95,0.0891563,0.169776,NA,NA,NA,NA,NA,NA,NA
"mu[572] NA",0.238036505666667,0.2377405,0.237722031042519,15000,0.95,0.192324,0.285674,NA,NA,NA,NA,NA,NA,NA
"mu[573] NA",0.305359788933333,0.3050815,0.303264135482468,15000,0.95,0.274264,0.335605,NA,NA,NA,NA,NA,NA,NA
"mu[574] NA",0.2403622488,0.239931,0.238169484888994,15000,0.95,0.19754,0.287097,NA,NA,NA,NA,NA,NA,NA
"mu[575] NA",0.1318297336,0.131318,0.133189632266456,11842.9,0.95,0.0940561,0.169384,NA,NA,NA,NA,NA,NA,NA
"mu[576] NA",0.249075815933333,0.248636,0.243243946090444,15808.1,0.95,0.21104,0.28844,NA,NA,NA,NA,NA,NA,NA
"mu[577] NA",0.234292875066667,0.2339755,0.230582743199155,15000,0.95,0.200842,0.268585,NA,NA,NA,NA,NA,NA,NA
"mu[578] NA",0.128113818566667,0.127108,0.12610369639667,11527.9,0.95,0.0880997,0.169607,NA,NA,NA,NA,NA,NA,NA
"mu[579] NA",0.237861933333333,0.2377125,0.23791478403898,15620.7,0.95,0.201318,0.275201,NA,NA,NA,NA,NA,NA,NA
"mu[580] NA",0.246306227266667,0.246045,0.246151821482452,14551.5,0.95,0.210883,0.283585,NA,NA,NA,NA,NA,NA,NA
"mu[581] NA",0.127497698313333,0.126546,0.125789366692142,11418.8,0.95,0.0880338,0.169094,NA,NA,NA,NA,NA,NA,NA
"mu[582] NA",0.128694731613333,0.127897,0.126485565206202,12516.7,0.95,0.0909216,0.167119,NA,NA,NA,NA,NA,NA,NA
"mu[583] NA",0.128508283466667,0.127443,0.122471257911484,12401.1,0.95,0.0883239,0.169732,NA,NA,NA,NA,NA,NA,NA
"mu[584] NA",0.129095782133333,0.1280975,0.127398028576871,13117.2,0.95,0.0884721,0.169631,NA,NA,NA,NA,NA,NA,NA
"mu[585] NA",0.2423176594,0.2420025,0.243994858024588,14745,0.95,0.198565,0.290214,NA,NA,NA,NA,NA,NA,NA
"mu[586] NA",0.261315892866667,0.260772,0.262384283592488,15000,0.95,0.210206,0.314369,NA,NA,NA,NA,NA,NA,NA
"mu[587] NA",0.230759766666667,0.230482,0.231356651200538,16987.1,0.95,0.191963,0.271466,NA,NA,NA,NA,NA,NA,NA
"mu[588] NA",0.2734591974,0.2732995,0.274677670933018,15000,0.95,0.236184,0.31222,NA,NA,NA,NA,NA,NA,NA
"mu[589] NA",0.12922921578,0.1283745,0.128597490615743,13053.7,0.95,0.0882843,0.170611,NA,NA,NA,NA,NA,NA,NA
"mu[590] NA",0.128247444913333,0.1273215,0.125027811525947,11698.1,0.95,0.0876839,0.169448,NA,NA,NA,NA,NA,NA,NA
"mu[591] NA",0.13737773816,0.1364675,0.134919330878642,13168.5,0.95,0.100107,0.175179,NA,NA,NA,NA,NA,NA,NA
"mu[592] NA",0.13573112122,0.134964,0.135364853808964,12059.9,0.95,0.0946313,0.177392,NA,NA,NA,NA,NA,NA,NA
"mu[593] NA",0.127414621546667,0.126571,0.126791569200375,10784.9,0.95,0.0866409,0.167057,NA,NA,NA,NA,NA,NA,NA
"mu[594] NA",0.131187650653333,0.130064,0.129183162426937,12059.6,0.95,0.0922366,0.172523,NA,NA,NA,NA,NA,NA,NA
"mu[595] NA",0.12028892824,0.1197445,0.121141539318498,12035.5,0.95,0.0848772,0.155855,NA,NA,NA,NA,NA,NA,NA
"mu[596] NA",0.232810921,0.2324815,0.23193731441017,15000,0.95,0.196375,0.268575,NA,NA,NA,NA,NA,NA,NA
"mu[597] NA",0.2889610982,0.288633,0.28785207496129,15000,0.95,0.25744,0.32105,NA,NA,NA,NA,NA,NA,NA
"mu[598] NA",0.253749243,0.253627,0.255361918688856,15595.6,0.95,0.223726,0.284662,NA,NA,NA,NA,NA,NA,NA
"mu[599] NA",0.270051735333333,0.269676,0.267499496850837,15000,0.95,0.238133,0.301401,NA,NA,NA,NA,NA,NA,NA
"mu[600] NA",0.238959254,0.238286,0.236046361458133,15000,0.95,0.187269,0.287231,NA,NA,NA,NA,NA,NA,NA
"mu[601] NA",0.1282465658,0.1273045,0.12397648390453,11684,0.95,0.0872058,0.168343,NA,NA,NA,NA,NA,NA,NA
"mu[602] NA",0.258564828666667,0.258012,0.256973740010006,15000,0.95,0.219781,0.297656,NA,NA,NA,NA,NA,NA,NA
"mu[603] NA",0.2559691136,0.2554225,0.256090727480718,15000,0.95,0.214712,0.297409,NA,NA,NA,NA,NA,NA,NA
"mu[604] NA",0.132824769373333,0.131816,0.12629607357271,12506.9,0.95,0.0925005,0.174431,NA,NA,NA,NA,NA,NA,NA
"mu[605] NA",0.2659019506,0.265793,0.266930148415995,15000,0.95,0.233834,0.296233,NA,NA,NA,NA,NA,NA,NA
"mu[606] NA",0.2346023058,0.234476,0.234069725555988,15153.7,0.95,0.192518,0.278225,NA,NA,NA,NA,NA,NA,NA
"mu[607] NA",0.265751962733333,0.26526,0.263925921893935,15000,0.95,0.231568,0.301415,NA,NA,NA,NA,NA,NA,NA
